business_name,yelp_rating,yelp_price,yelp_category,yelp_review_count,inspection_score,business_latitude,inspection_type,business_city,risk_category,business_location,business_phone_number,inspection_id,business_id,business_address,inspection_date,violation_description,violation_id,business_longitude,business_state,business_postal_code
Mission Minis,3.5,$,Bakeries,467,98,37.755555,Routine - Unscheduled,San Francisco,Low Risk,"(37.755555, -122.41808)",,62056_20160810,62056,3168 22nd St,2016-08-10 00:00:00,Improper food storage,62056_20160810_103139,-122.41808,CA,94110
Mission Noodle House,3.5,$,Vietnamese,58,88,37.720853,Routine - Unscheduled,San Francisco,Low Risk,"(37.720853, -122.437649)",,37256_20160705,37256,4845 MISSION St,2016-07-05 00:00:00,Low risk vermin infestation,37256_20160705_103161,-122.437649,CA,94112
Mission-Silver Market,4.5,$,"Beer, Wine & Spirits",13,94,37.728698,Routine - Unscheduled,San Francisco,Low Risk,"(37.728698, -122.43141)",,19150_20161104,19150,4304 MISSION St,2016-11-04 00:00:00,Unapproved or unmaintained equipment or utensils,19150_20161104_103144,-122.43141,CA,94112
Mixed Greens Prep Kitchen,4.5,$$$,American (New),1298,92,37.786548,Routine - Unscheduled,San Francisco,Low Risk,"(37.786548, -122.407313)",,3562_20161107,3562,170 O'Farrell St 8th Floor,2016-11-07 00:00:00,Unapproved or unmaintained equipment or utensils,3562_20161107_103144,-122.407313,CA,94102
Mixt Greens,3.5,$$,Sandwiches,786,81,37.791456,Routine - Unscheduled,San Francisco,High Risk,"(37.791456, -122.400716)",,68351_20160708,68351,114 Sansome St #120,2016-07-08 00:00:00,Unclean or unsanitary food contact surfaces,68351_20160708_103109,-122.400716,CA,94104
Mixt Greens,3.5,$$,Sandwiches,786,100,37.794643,Routine - Unscheduled,San Francisco,,"(37.794643, -122.401395)",,68345_20160318,68345,475 Sansome St  100-S,2016-03-18 00:00:00,,,-122.401395,CA,94111
Mixt Greens,3.5,$$,Sandwiches,540,78,37.788426,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.788426, -122.399371)",,68247_20150604,68247,560 Mission St Suite 125,2015-06-04 00:00:00,Foods not protected from contamination,68247_20150604_103133,-122.399371,CA,94105
Miyako,4.5,$,Ice Cream & Frozen Yogurt,255,81,37.783017,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.783017, -122.432584)",,328_20161122,328,1470 Fillmore St,2016-11-22 00:00:00,Moderate risk vermin infestation,328_20161122_103131,-122.432584,CA,94115
Mo's Grill,4.0,$$,Burgers,710,86,37.799058,Routine - Unscheduled,San Francisco,High Risk,"(37.799058, -122.407217)",,480_20160427,480,1322 Grant Ave,2016-04-27 00:00:00,Unclean or unsanitary food contact surfaces,480_20160427_103109,-122.407217,CA,94133
Modera Liquor & Wine,4.5,$,"Beer, Wine & Spirits",17,96,37.780834,Routine - Unscheduled,San Francisco,Low Risk,"(37.780834, -122.46659)",,64859_20161013,64859,4401 Geary Blvd,2016-10-13 00:00:00,Unapproved or unmaintained equipment or utensils,64859_20161013_103144,-122.46659,CA,94118
Mojo Bicycle Cafe,4.0,$,Coffee & Tea,529,94,37.769884,Routine - Unscheduled,San Francisco,Low Risk,"(37.769884, -122.443975)",,33620_20160525,33620,639 A Divisadero St,2016-05-25 00:00:00,Improper food storage,33620_20160525_103139,-122.443975,CA,94117
Moki's Sushi and Pacific Grill,4.0,$$,Sushi Bars,424,94,37.739047,Routine - Unscheduled,San Francisco,Low Risk,"(37.739047, -122.415706)",,39031_20160629,39031,615 CORTLAND AVENUE,2016-06-29 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,39031_20160629_103149,-122.415706,CA,94110
Molinari Delicatessen,4.5,$$,Delis,930,81,37.798556,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.798556, -122.407707)",,840_20151028,840,373 Columbus Ave,2015-10-28 00:00:00,Inadequately cleaned or sanitized food contact surfaces,840_20151028_103124,-122.407707,CA,94133
Mollie Stone's Castro Market,3.5,$$$,Grocery,124,89,37.760773,Routine - Unscheduled,San Francisco,High Risk,"(37.760773, -122.436389)",,65181_20160722,65181,4201 18th St,2016-07-22 00:00:00,Improper cooling methods,65181_20160722_103105,-122.436389,CA,94114
Mollie Stone's Grand Central Market (Mezzanine Level),3.0,$$$,Hotels,679,90,37.788773,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.788773, -122.434697)",+14155564902,4492_20160627,4492,2435 CALIFORNIA St,2016-06-27 00:00:00,Moderate risk vermin infestation,4492_20160627_103131,-122.434697,CA,94115
Mollie Stone's Tower Market,3.5,$$$,Grocery,205,92,37.744876,Routine - Unscheduled,San Francisco,Low Risk,"(37.744876, -122.452425)",,3677_20140606,3677,635 Portola Drive,2014-06-06 00:00:00,Unclean nonfood contact surfaces,3677_20140606_103142,-122.452425,CA,94127
Monroe,4.0,$$,Dance Clubs,288,93,37.798054,Routine - Unscheduled,San Francisco,High Risk,"(37.798054, -122.405017)",,62730_20161028,62730,473 Broadway St,2016-10-28 00:00:00,Unclean or unsanitary food contact surfaces,62730_20161028_103109,-122.405017,CA,94133
Moolicious,4.0,$,Creperies,36,94,37.784548,Routine - Unscheduled,San Francisco,Low Risk,"(37.784548, -122.40419)",,69722_20170104,69722,101 4th St  #9120,2017-01-04 00:00:00,Improper storage of equipment utensils or linens,69722_20170104_103145,-122.40419,CA,94103
Moolicious Cafe and Crepe,4.0,$,Creperies,36,98,37.790415,Routine - Unscheduled,San Francisco,Low Risk,"(37.790415, -122.400615)",,68766_20170109,68766,1 Sansome St #105,2017-01-09 00:00:00,Improper storage of equipment utensils or linens,68766_20170109_103145,-122.400615,CA,94104
Morning Brew Cafe,3.0,$,Coffee & Tea,166,88,37.794024,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.794024, -122.401299)",,10083_20160315,10083,401 Sansome St,2016-03-15 00:00:00,Inadequate and inaccessible handwashing facilities,10083_20160315_103119,-122.401299,CA,94111
Morton's Chicago Steakhouse,3.5,$$$$,Steakhouses,990,100,37.78833,Routine - Unscheduled,San Francisco,,"(37.78833, -122.408525)",,3490_20160401,3490,404 Post St,2016-04-01 00:00:00,,,-122.408525,CA,94102
Moscone Ctr. Northside Cafe/Cafe D,3.0,$$,Diners,1601,96,37.784128,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.784128, -122.401533)",,19082_20160607,19082,747 Howard St Basement,2016-06-07 00:00:00,Moderate risk vermin infestation,19082_20160607_103131,-122.401533,CA,94103
Mow Lee Company,5.0,$,Grocery,29,88,37.793907,Routine - Unscheduled,San Francisco,Low Risk,"(37.793907, -122.405863)",+14155985767,64653_20160601,64653,774 Commercial St,2016-06-01 00:00:00,Unclean or degraded floors walls or ceilings,64653_20160601_103154,-122.405863,CA,94108
Moya,4.0,$$,Ethiopian,305,83,37.774722,Routine - Unscheduled,San Francisco,Low Risk,"(37.774722, -122.406761)",,67985_20160628,67985,121 09th St,2016-06-28 00:00:00,Permit license or inspection report not posted,67985_20160628_103156,-122.406761,CA,94103
Moyo's Yogurt,3.5,$,Ice Cream & Frozen Yogurt,115,100,37.785457,Routine - Unscheduled,San Francisco,,"(37.785457, -122.430317)",,64092_20161012,64092,1737 Post St #367,2016-10-12 00:00:00,,,-122.430317,CA,94115
Mozzeria,4.0,$$,Pizza,581,94,37.764758,Routine - Unscheduled,San Francisco,Low Risk,"(37.764758, -122.424872)",,67123_20160802,67123,3228 16th St,2016-08-02 00:00:00,Unapproved  living quarters in food facility,67123_20160802_103155,-122.424872,CA,94103
Mr. Pizza Man,2.5,$,Pizza,80,92,37.756133,Routine - Unscheduled,San Francisco,Low Risk,"(37.756133, -122.408164)",,65795_20161130,65795,2680 22nd St,2016-11-30 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,65795_20161130_103149,-122.408164,CA,94110
Mr. and Mrs. Miscellaneous,4.5,$,Ice Cream & Frozen Yogurt,1295,100,37.757908,Routine - Unscheduled,San Francisco,,"(37.757908, -122.388189)",,62251_20161229,62251,699 22nd St,2016-12-29 00:00:00,,,-122.388189,CA,94107
Mrs. Fields Cookies,3.5,$,Bakeries,13,96,37.802479,Routine - Unscheduled,San Francisco,Low Risk,"(37.802479, -122.411234)",,29950_20161227,29950,Pier 39  B-06,2016-12-27 00:00:00,Inadequate dressing rooms or improper storage of personal items,29950_20161227_103153,-122.411234,CA,94133
Mrs. Fields Cookies,3.5,$,Bakeries,27,94,37.728497,Routine - Unscheduled,San Francisco,Low Risk,"(37.728497, -122.475639)",,4688_20161209,4688,3251 20th Ave 249,2016-12-09 00:00:00,Unapproved or unmaintained equipment or utensils,4688_20161209_103144,-122.475639,CA,94132
Mrs. Fields Cookies,3.5,$,Bakeries,13,80,37.784317,Routine - Unscheduled,San Francisco,Low Risk,"(37.784317, -122.407563)",+14155971993,26149_20160701,26149,865 Market St 9000,2016-07-01 00:00:00,Unapproved or unmaintained equipment or utensils,26149_20160701_103144,-122.407563,CA,94103
Mrs. T's Cafe,3.0,$,Korean,38,86,37.796474,Routine - Unscheduled,San Francisco,Low Risk,"(37.796474, -122.40356)",,3536_20161216,3536,809 Montgomery St,2016-12-16 00:00:00,Unapproved or unmaintained equipment or utensils,3536_20161216_103144,-122.40356,CA,94133
"Muddy Waters Coffee House, Inc.",4.5,$,Ice Cream & Frozen Yogurt,3431,91,37.751868,Routine - Unscheduled,San Francisco,Low Risk,"(37.751868, -122.420665)",,36685_20161025,36685,1304 Valencia St,2016-10-25 00:00:00,Food safety certificate or food handler card not available,36685_20161025_103157,-122.420665,CA,94110
Munchboxx,4.0,$,Vietnamese,255,96,37.794554,Routine - Unscheduled,San Francisco,Low Risk,"(37.794554, -122.403827)",+14155514286,63971_20160912,63971,643 Clay St,2016-09-12 00:00:00,Unclean or degraded floors walls or ceilings,63971_20160912_103154,-122.403827,CA,94111
Muracci's Japanese Restaurant,4.0,$,Japanese Curry,1462,86,37.790924,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.790924, -122.404094)",,36786_20151230,36786,307 Kearny St,2015-12-30 00:00:00,Foods not protected from contamination,36786_20151230_103133,-122.404094,CA,94108
Murphy's,3.0,$$,Pubs,361,83,37.790125,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.790125, -122.403924)",,1832_20140826,1832,217 Kearny St,2014-08-26 00:00:00,Inadequately cleaned or sanitized food contact surfaces,1832_20140826_103124,-122.403924,CA,94108
Muskaan Cuisine of India,1.5,$,Indian,74,100,37.792577,Routine - Unscheduled,San Francisco,,"(37.792577, -122.393992)",,16784_20150112,16784,101 Spear St 22,2015-01-12 00:00:00,,,-122.393992,CA,94105
My Canh Restaurant,3.5,$,Vietnamese,421,86,37.797828,Routine - Unscheduled,San Francisco,Low Risk,"(37.797828, -122.407474)",,442_20160308,442,626 Broadway St,2016-03-08 00:00:00,Improper storage of equipment utensils or linens,442_20160308_103145,-122.407474,CA,94133
My Corner Cafe Inc,4.0,$,Sandwiches,237,86,37.748988,Routine - Unscheduled,San Francisco,Low Risk,"(37.748988, -122.416026)",,38447_20160706,38447,1500 South Van Ness Ave,2016-07-06 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,38447_20160706_103149,-122.416026,CA,94110
My Father's Kitchen LLC,5.0,$$,Specialty Food,3,88,37.785013,Routine - Unscheduled,San Francisco,Low Risk,"(37.785013, -122.439844)",,63303_20150330,63303,1655 Divisadero St,2015-03-30 00:00:00,Unapproved or unmaintained equipment or utensils,63303_20150330_103144,-122.439844,CA,94115
My Ivy Corp.,4.5,$$,Hotels,259,78,37.787323,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.787323, -122.440323)",,64814_20160801,64814,1901 DIVISADERO St,2016-08-01 00:00:00,Moderate risk vermin infestation,64814_20160801_103131,-122.440323,CA,94115
Myconos Restaurant,3.5,$$,Greek,518,81,37.789964,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.789964, -122.420595)",,2902_20160701,2902,1431 Polk St,2016-07-01 00:00:00,Moderate risk food holding temperature,2902_20160701_103120,-122.420595,CA,94109
Mymy,4.0,$$,Breakfast & Brunch,1220,87,37.790798,Routine - Unscheduled,San Francisco,High Risk,"(37.790798, -122.419214)",+14155807466,63413_20160701,63413,1500 California St,2016-07-01 00:00:00,Unclean hands or improper use of gloves,63413_20160701_103102,-122.419214,CA,94109
NABILA'S HAYES VALLEY HEALTH FOOD,4.0,$$,Health Markets,108,94,37.776524,Routine - Unscheduled,San Francisco,Low Risk,"(37.776524, -122.425607)",,4868_20160831,4868,559 HAYES St,2016-08-31 00:00:00,Improper food storage,4868_20160831_103139,-122.425607,CA,94102
NAPOLI PIZZA RESTAURANT,3.5,$,Pizza,241,68,37.786545,Routine - Unscheduled,San Francisco,High Risk,"(37.786545, -122.419894)",+14155882222,320_20160920,320,1045 POLK St,2016-09-20 00:00:00,Unclean or unsanitary food contact surfaces,320_20160920_103109,-122.419894,CA,94109
NENAS RESTAURANT,4.0,$,Mexican,39,94,37.74146,Routine - Unscheduled,San Francisco,Low Risk,"(37.74146, -122.422484)",+14155288985,180_20161220,180,3459 MISSION St,2016-12-20 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,180_20161220_103149,-122.422484,CA,94110
NEW CASTILLITO INC.,4.0,$,Mexican,2038,92,37.76356,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.76356, -122.419582)",+14155626971,2447_20160822,2447,2092 MISSION St,2016-08-22 00:00:00,Foods not protected from contamination,2447_20160822_103133,-122.419582,CA,94110
NEW COLLEGE HILL MARKET,4.5,$,Convenience Stores,77,98,37.736021,Routine - Unscheduled,San Francisco,,"(37.736021, -122.424503)",,4800_20161212,4800,3798 MISSION St,2016-12-12 00:00:00,,,-122.424503,CA,94110
NEW EMMY'S RESTAURANT,3.0,$,Chinese,545,74,37.725404,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.725404, -122.462776)",+14155728615,2808_20160426,2808,1923 OCEAN Ave,2016-04-26 00:00:00,Other moderate risk violation,2808_20160426_103134,-122.462776,CA,94127
NEW ERITREA RESTAURANT,4.0,$$,Ethiopian,619,80,37.763964,Routine - Unscheduled,San Francisco,High Risk,"(37.763964, -122.467639)",,3183_20141113,3183,907 Irving St,2014-11-13 00:00:00,Unclean hands or improper use of gloves,3183_20141113_103102,-122.467639,CA,94122
NEW HING LUNG RESTAURANT,3.0,$$,Chinese,195,76,37.754123,Routine - Unscheduled,San Francisco,High Risk,"(37.754123, -122.48031)",,3693_20160816,3693,1556 NORIEGA St,2016-08-16 00:00:00,High risk food holding temperature,3693_20160816_103103,-122.48031,CA,94122
NEW KOREA HOUSE,3.5,$$,Korean,386,81,37.785778,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.785778, -122.428514)",+14155937834,3289_20150319,3289,1620 POST St,2015-03-19 00:00:00,Foods not protected from contamination,3289_20150319_103133,-122.428514,CA,94115
NEW STAR MARKET,4.5,$,"Beer, Wine & Spirits",38,98,37.768274,Routine - Unscheduled,San Francisco,Low Risk,"(37.768274, -122.419299)",+14155860723,4906_20160524,4906,269 14th St,2016-05-24 00:00:00,Improper or defective plumbing,4906_20160524_103150,-122.419299,CA,94103
NEW SWEETHEART BAKERY,4.5,$,Bakeries,15,90,37.752756,Routine - Unscheduled,San Francisco,Low Risk,"(37.752756, -122.411086)",,7771_20170104,7771,2956 24th St,2017-01-04 00:00:00,Improper food storage,7771_20170104_103139,-122.411086,CA,94110
NEW TSING TAO RESTAURANT,3.5,$$,Chinese,124,96,37.740654,Routine - Unscheduled,San Francisco,Low Risk,"(37.740654, -122.465389)",+14155569559,587_20160608,587,811 ULLOA St,2016-06-08 00:00:00,Unclean nonfood contact surfaces,587_20160608_103142,-122.465389,CA,94127
NICK'S SUPER MARKET,5.0,$$,Grocery,99,100,37.774017,Routine - Unscheduled,San Francisco,,"(37.774017, -122.423184)",+14155867928,7112_20160405,7112,144 PAGE St,2016-04-05 00:00:00,,,-122.423184,CA,94117
NIMERS MARKET,4.0,$,Grocery,39,92,37.776174,Routine - Unscheduled,San Francisco,Low Risk,"(37.776174, -122.443297)",,4892_20150316,4892,1601 FULTON St,2015-03-16 00:00:00,Improper food storage,4892_20150316_103139,-122.443297,CA,94117
NOAH'S BAGELS,2.5,$,Bagels,142,79,37.800653,Routine - Unscheduled,San Francisco,Low Risk,"(37.800653, -122.437386)",,2127_20161017,2127,2075 CHESTNUT St,2016-10-17 00:00:00,Unclean nonfood contact surfaces,2127_20161017_103142,-122.437386,CA,94133
NOAH'S NEW YORK BAGELS #2147,2.5,$,Bagels,118,84,37.765708,Routine - Unscheduled,San Francisco,Low Risk,"(37.765708, -122.409002)",+14155862802,2743_20161024,2743,2300 16 th St,2016-10-24 00:00:00,Unclean or degraded floors walls or ceilings,2743_20161024_103154,-122.409002,CA,94103
NOC NOC,4.0,$,Lounges,491,94,37.771964,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.771964, -122.431336)",+14155865811,3631_20160615,3631,557 HAIGHT St,2016-06-15 00:00:00,Insufficient hot water or running water,3631_20160615_103129,-122.431336,CA,94117
NOE BAGEL,3.5,$,Bagels,67,92,37.751493,Routine - Unscheduled,San Francisco,Low Risk,"(37.751493, -122.430439)",,4483_20160920,4483,3933 24th St,2016-09-20 00:00:00,Improper food storage,4483_20160920_103139,-122.430439,CA,94114
NOE HILL MARKET,4.0,$$,Grocery,14,100,37.759393,Routine - Unscheduled,San Francisco,,"(37.759393, -122.432839)",,7206_20160926,7206,4001 19th St,2016-09-26 00:00:00,,,-122.432839,CA,94114
NOE VALLEY BAKERY & BREAD CO.,4.0,$$,Bakeries,649,96,37.751314,Routine - Unscheduled,San Francisco,Low Risk,"(37.751314, -122.433409)",+14155551405,4434_20160608,4434,4073 24th St,2016-06-08 00:00:00,Low risk vermin infestation,4434_20160608_103161,-122.433409,CA,94114
NOE VALLEY MARKET,3.5,$$,Farmers Market,79,92,37.765728,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.765728, -122.433275)",+14155624609,7210_20150901,7210,200 NOE St,2015-09-01 00:00:00,Moderate risk food holding temperature,7210_20150901_103120,-122.433275,CA,94114
NOODLE EXPRESS,3.0,$,Japanese,16,100,37.787076,Routine - Unscheduled,San Francisco,,"(37.787076, -122.421822)",,221_20160511,221,1235 VAN NESS Ave,2016-05-11 00:00:00,,,-122.421822,CA,94109
NORDSTROM CAFE BISTRO,4.0,$$,American (New),750,87,37.784317,Routine - Unscheduled,San Francisco,High Risk,"(37.784317, -122.407563)",,1674_20161021,1674,865 MARKET St,2016-10-21 00:00:00,Unclean or unsanitary food contact surfaces,1674_20161021_103109,-122.407563,CA,94103
NORIEGA TERIYAKI HOUSE,3.5,$$,Japanese,496,92,37.753953,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.753953, -122.482629)",,3190_20170105,3190,1755 NORIEGA St,2017-01-05 00:00:00,Foods not protected from contamination,3190_20170105_103133,-122.482629,CA,94122
NORM'S MARKET,4.5,$$,Grocery,13,96,37.759045,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.759045, -122.409726)",+14155643031,7664_20160923,7664,2201 BRYANT St,2016-09-23 00:00:00,Moderate risk vermin infestation,7664_20160923_103131,-122.409726,CA,94110
NORMAN'S LIQUOR & DELI,3.5,$,Grocery,94,96,37.714204,Routine - Unscheduled,San Francisco,Low Risk,"(37.714204, -122.469193)",+14155580088,4685_20161203,4685,733 Randolph St,2016-12-03 00:00:00,Permit license or inspection report not posted,4685_20161203_103156,-122.469193,CA,94132
NORTH BEACH PIZZA,3.0,$,Pizza,142,78,37.742048,Routine - Unscheduled,San Francisco,High Risk,"(37.742048, -122.499002)",,4846_20160614,4846,3054 TARAVAL St,2016-06-14 00:00:00,Unclean or unsanitary food contact surfaces,4846_20160614_103109,-122.499002,CA,94116
NORTH BEACH PIZZA,3.0,$,Pizza,220,88,37.767286,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.767286, -122.453075)",+14155752300,1262_20150805,1262,800 STANYAN St,2015-08-05 00:00:00,Foods not protected from contamination,1262_20150805_103133,-122.453075,CA,94117
