business_name,inspection_score,business_latitude,inspection_type,business_city,risk_category,business_location,business_phone_number,inspection_id,business_id,business_address,inspection_date,violation_description,violation_id,business_longitude,business_state,business_postal_code
SMILE'S  B.B.Q.,98,37.755013,Routine - Unscheduled,San Francisco,Low Risk,"(37.755013, -122.418665)",+14155281596,2352_20161230,2352,2619 MISSION St,2016-12-30 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,2352_20161230_103149,-122.418665,CA,94110
Popsons,91,,Routine - Unscheduled,San Francisco,Low Risk,,+14158881393,86116_20161229,86116,998 Market St,2016-12-29 00:00:00,Permit license or inspection report not posted,86116_20161229_103156,,CA,94102
Phil'z Coffee,96,,Routine - Unscheduled,San Francisco,Low Risk,,,83711_20161229,83711,5 Embarcadero Center,2016-12-29 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,83711_20161229_103149,,CA,94111
"THE OLYMPIC CLUB AT LAKESIDE, UPPER",87,37.708887,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.708887, -122.497934)",+14155404321,2841_20161229,2841,599 SKYLINE Blvd,2016-12-29 00:00:00,Moderate risk food holding temperature,2841_20161229_103120,-122.497934,CA,94132
Bently Reserve,98,,Routine - Unscheduled,San Francisco,Low Risk,,,69547_20161229,69547,301 Battery St,2016-12-29 00:00:00,Low risk vermin infestation,69547_20161229_103161,,CA,94111
Cigar Bar and Grill,90,37.797137,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.797137, -122.403586)",,3272_20161229,3272,850 Montgomery St,2016-12-29 00:00:00,Moderate risk food holding temperature,3272_20161229_103120,-122.403586,CA,94133
Cafe Venue,90,37.791148,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.791148, -122.402262)",,1854_20161229,1854,218 Montgomery St,2016-12-29 00:00:00,Inadequate and inaccessible handwashing facilities,1854_20161229_103119,-122.402262,CA,94104
The Board Room,86,37.799513,Routine - Unscheduled,San Francisco,Low Risk,"(37.799513, -122.410704)",,18357_20161229,18357,1609 Powell St,2016-12-29 00:00:00,Inadequate dressing rooms or improper storage of personal items,18357_20161229_103153,-122.410704,CA,94133
Mr. and Mrs. Miscellaneous,100,37.757908,Routine - Unscheduled,San Francisco,,"(37.757908, -122.388189)",,62251_20161229,62251,699 22nd St,2016-12-29 00:00:00,,,-122.388189,CA,94107
Flik @ The Urban School,100,,Routine - Unscheduled,San Francisco,,,+14151247557,90268_20161229,90268,1563 Page St,2016-12-29 00:00:00,,,,CA,94117
Curry Leaf,89,,Routine - Unscheduled,San Francisco,High Risk,,,76543_20161229,76543,943 Columbus Ave,2016-12-29 00:00:00,Improper cooling methods,76543_20161229_103105,,CA,94133
Neighbor Bakehouse,91,,Routine - Unscheduled,San Francisco,Low Risk,,+14150772405,90096_20161229,90096,2343 03rd St Suite 100,2016-12-29 00:00:00,No plan review or Building Permit,90096_20161229_103165,,CA,94107
Olivier's Butchery,96,37.758348,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.758348, -122.387442)",,65900_20161229,65900,1074 Illinois St,2016-12-29 00:00:00,Insufficient hot water or running water,65900_20161229_103129,-122.387442,CA,94107
Beeps Burgers,96,,Routine - Unscheduled,San Francisco,Low Risk,,+14155582650,78996_20161228,78996,1051 Ocean Ave,2016-12-28 00:00:00,Inadequate ventilation or lighting,78996_20161228_103147,,CA,94112
McDonald's,98,,Routine - Unscheduled,San Francisco,Low Risk,,+14155428819,81808_20161228,81808,1201 Ocean Ave,2016-12-28 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,81808_20161228_103149,,CA,94112
JUDAH MINI MARKET,96,37.761363,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.761363, -122.486258)",,7640_20161228,7640,2264 JUDAH St,2016-12-28 00:00:00,Inadequate and inaccessible handwashing facilities,7640_20161228_103119,-122.486258,CA,94122
Jai Yun Restaurant,90,37.794551,Routine - Unscheduled,San Francisco,Low Risk,"(37.794551, -122.404464)",,37650_20161228,37650,680 Clay St,2016-12-28 00:00:00,Improper storage use or identification of toxic substances,37650_20161228_103138,-122.404464,CA,94111
Paramo Coffee,94,,Routine - Unscheduled,San Francisco,Low Risk,,,79156_20161228,79156,4 Embarcadero Center,2016-12-28 00:00:00,Unclean or degraded floors walls or ceilings,79156_20161228_103154,,CA,94111
The Daily Habit,92,37.795227,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.795227, -122.39914)",,7503_20161228,7503,1 Maritime Plaza,2016-12-28 00:00:00,Moderate risk food holding temperature,7503_20161228_103120,-122.39914,CA,94111
"Tokyo Katana-Ya, LLC",91,,Routine - Unscheduled,San Francisco,Low Risk,,,89104_20161228,89104,422 Geary St,2016-12-28 00:00:00,Unclean or degraded floors walls or ceilings,89104_20161228_103154,,CA,94102
East Park Kiosk,100,37.80824,Routine - Unscheduled,San Francisco,,"(37.80824, -122.410189)",,61109_20161228,61109,Pier 39,2016-12-28 00:00:00,,,-122.410189,CA,94133
SUN FAT SEAFOOD,94,37.754094,Routine - Unscheduled,San Francisco,Low Risk,"(37.754094, -122.418586)",+14155289339,7214_20161228,7214,2687 MISSION St,2016-12-28 00:00:00,Inadequate dressing rooms or improper storage of personal items,7214_20161228_103153,-122.418586,CA,94110
THAT'S IT MARKET,90,37.753973,Routine - Unscheduled,San Francisco,Low Risk,"(37.753973, -122.418576)",+14155289833,4959_20161228,4959,2699 Mission St,2016-12-28 00:00:00,Low risk vermin infestation,4959_20161228_103161,-122.418576,CA,94110
Aunt Fanny's Hot Pretzels,86,37.802479,Routine - Unscheduled,San Francisco,Low Risk,"(37.802479, -122.411234)",,4755_20161228,4755,Pier 39  Lot 12,2016-12-28 00:00:00,Wiping cloths not clean or properly stored or inadequate sanitizer,4755_20161228_103149,-122.411234,CA,94133
Pollo Campero,96,,Routine - Unscheduled,San Francisco,Moderate Risk,,+14155620801,70495_20161228,70495,2740 Mission St,2016-12-28 00:00:00,Moderate risk food holding temperature,70495_20161228_103120,,CA,94110
Blue Bottle Coffee,92,,Routine - Unscheduled,San Francisco,Low Risk,,,85051_20161227,85051,1 Ferry Building  Kiosk #56,2016-12-27 00:00:00,Unclean or degraded floors walls or ceilings,85051_20161227_103154,,CA,94111
Green Bamboo,94,37.754249,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.754249, -122.477086)",,62746_20161227,62746,1240 NORIEGA St,2016-12-27 00:00:00,Inadequately cleaned or sanitized food contact surfaces,62746_20161227_103124,-122.477086,CA,94122
Gyro Xpress Mediterranean Cuis,86,,Routine - Unscheduled,San Francisco,Moderate Risk,,+14155550352,77558_20161227,77558,499 Castro St,2016-12-27 00:00:00,Inadequate and inaccessible handwashing facilities,77558_20161227_103119,,CA,94114
Marla Bakery,100,,Routine - Unscheduled,San Francisco,,,,85291_20161227,85291,1 Ferry Building  #52,2016-12-27 00:00:00,,,,CA,94111
Twisted Donuts and Coffee,100,,Routine - Unscheduled,San Francisco,,,+14158388178,79407_20161227,79407,1243 Noriega St,2016-12-27 00:00:00,,,,CA,94122
Sow Juice Bar,100,,Routine - Unscheduled,San Francisco,,,,85210_20161227,85210,1 Ferry Buildling,2016-12-27 00:00:00,,,,CA,94111
Lee's Deli,78,37.791864,Routine - Unscheduled,San Francisco,High Risk,"(37.791864, -122.399724)",,14285_20161227,14285,75 Battery St,2016-12-27 00:00:00,Unclean hands or improper use of gloves,14285_20161227_103102,-122.399724,CA,94111
On Lok,90,37.742129,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.742129, -122.425006)",+14155644359,11610_20161227,11610,225 30th St,2016-12-27 00:00:00,Inadequate and inaccessible handwashing facilities,11610_20161227_103119,-122.425006,CA,94131
Jayhoon Fedaiy,82,,Routine - Unscheduled,San Francisco,Low Risk,,,76960_20161227,76960,1035 Geary Blvd,2016-12-27 00:00:00,Permit license or inspection report not posted,76960_20161227_103156,,CA,94109
PIZZA HUT #758280,96,37.786477,Routine - Unscheduled,San Francisco,Low Risk,"(37.786477, -122.415454)",,5124_20161227,5124,728 GEARY St,2016-12-27 00:00:00,Permit license or inspection report not posted,5124_20161227_103156,-122.415454,CA,94109
Luigi's Pizzeria,86,37.80824,Routine - Unscheduled,San Francisco,Low Risk,"(37.80824, -122.410189)",,59727_20161227,59727,Pier 39  Space 211-212,2016-12-27 00:00:00,Low risk vermin infestation,59727_20161227_103161,-122.410189,CA,94133
Betty Lou's Seafood & Grill,94,,Routine - Unscheduled,San Francisco,Low Risk,,,88555_20161227,88555,318 Columbus St,2016-12-27 00:00:00,Improper food storage,88555_20161227_103139,,CA,94133
Mrs. Fields Cookies,96,37.802479,Routine - Unscheduled,San Francisco,Low Risk,"(37.802479, -122.411234)",,29950_20161227,29950,Pier 39  B-06,2016-12-27 00:00:00,Inadequate dressing rooms or improper storage of personal items,29950_20161227_103153,-122.411234,CA,94133
Chase Luck Bakery,80,,Routine - Unscheduled,San Francisco,Moderate Risk,,+14155982063,88932_20161223,88932,1325 Ocean Ave,2016-12-23 00:00:00,Inadequate food safety knowledge or lack of certified food safety manager,88932_20161223_103116,,CA,94112
Visitation Valley Community Center,86,,Routine - Unscheduled,San Francisco,High Risk,,,88831_20161223,88831,66 Raymond Ave,2016-12-23 00:00:00,Unclean hands or improper use of gloves,88831_20161223_103102,,CA,94134
Mekong Kitchen,93,,Routine - Unscheduled,San Francisco,High Risk,,+14155431233,78927_20161223,78927,4039 18th St,2016-12-23 00:00:00,High risk food holding temperature,78927_20161223_103103,,CA,94114
Wayfare Tavern,78,37.793907,Routine - Unscheduled,San Francisco,Low Risk,"(37.793907, -122.402304)",+14150256062,62701_20161222,62701,558 Sacramento St,2016-12-22 00:00:00,Unapproved or unmaintained equipment or utensils,62701_20161222_103144,-122.402304,CA,94111
Mason Pacific,90,,Routine - Unscheduled,San Francisco,Low Risk,,,74178_20161222,74178,1358 Mason St,2016-12-22 00:00:00,Improper food storage,74178_20161222_103139,,CA,94133
Latte Express #5,82,,Routine - Unscheduled,San Francisco,Moderate Risk,,,84171_20161222,84171,646 Kearny St,2016-12-22 00:00:00,Moderate risk food holding temperature,84171_20161222_103120,,CA,94108
The Market Hall,75,,Routine - Unscheduled,San Francisco,Low Risk,,,80614_20161222,80614,1101 4th St,2016-12-22 00:00:00,Permit license or inspection report not posted,80614_20161222_103156,,CA,94158
Bobapioca,92,,Routine - Unscheduled,San Francisco,Low Risk,,,81938_20161222,81938,708 Kearny St,2016-12-22 00:00:00,Unclean or degraded floors walls or ceilings,81938_20161222_103154,,CA,94108
7 Eleven #2366-24139C,94,,Routine - Unscheduled,San Francisco,Moderate Risk,,+14155558611,74671_20161222,74671,3998 18th St,2016-12-22 00:00:00,Moderate risk vermin infestation,74671_20161222_103131,,CA,94114
Subway,94,37.784884,Routine - Unscheduled,San Francisco,Low Risk,"(37.784884, -122.409425)",,65283_20161222,65283,147 Mason St,2016-12-22 00:00:00,Improper storage of equipment utensils or linens,65283_20161222_103145,-122.409425,CA,94102
Sarku Japan,84,37.784317,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.784317, -122.407563)",,69351_20161222,69351,865 Market St Space#C08,2016-12-22 00:00:00,Inadequately cleaned or sanitized food contact surfaces,69351_20161222_103124,-122.407563,CA,94103
Tip Top Market,86,37.783268,Routine - Unscheduled,San Francisco,Low Risk,"(37.783268, -122.410553)",,59828_20161222,59828,84 Turk St,2016-12-22 00:00:00,Improper food storage,59828_20161222_103139,-122.410553,CA,94102
"Rico Mex, Inc.",91,37.789737,Routine - Unscheduled,San Francisco,,"(37.789737, -122.399622)",,33069_20161222,33069,53 STEVENSON St,2016-12-22 00:00:00,,,-122.399622,CA,94105
SEGAFREDO,90,37.784858,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.784858, -122.407764)",,8948_20161222,8948,33 Powell St,2016-12-22 00:00:00,Foods not protected from contamination,8948_20161222_103133,-122.407764,CA,94103
360 Gourmet Burrito,90,37.789064,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.789064, -122.402861)",,60644_20161222,60644,50 Post St #59-60,2016-12-22 00:00:00,Inadequate food safety knowledge or lack of certified food safety manager,60644_20161222_103116,-122.402861,CA,94104
Fountain Cafe,71,37.789064,Routine - Unscheduled,San Francisco,Low Risk,"(37.789064, -122.402861)",,2870_20161222,2870,"50 Post St, Suite B62",2016-12-22 00:00:00,Unclean nonfood contact surfaces,2870_20161222_103142,-122.402861,CA,94104
Starbucks,94,37.784317,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.784317, -122.407563)",+14155604908,19416_20161222,19416,865 Market St C26,2016-12-22 00:00:00,Inadequate and inaccessible handwashing facilities,19416_20161222_103119,-122.407563,CA,94103
Subway Sandwiches #24254,96,37.792237,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.792237, -122.400124)",,71823_20161222,71823,200 Pine St #140,2016-12-22 00:00:00,Inadequately cleaned or sanitized food contact surfaces,71823_20161222_103124,-122.400124,CA,94104
Ruby Skye,70,37.787497,Routine - Unscheduled,San Francisco,Low Risk,"(37.787497, -122.409887)",,3729_20161222,3729,420 Mason St,2016-12-22 00:00:00,Unclean or degraded floors walls or ceilings,3729_20161222_103154,-122.409887,CA,94102
The Cartwright Hotel - Union Square,100,,Routine - Unscheduled,San Francisco,,,,88774_20161222,88774,524 Sutter St,2016-12-22 00:00:00,,,,CA,94102
The Nature Stop,100,,Routine - Unscheduled,San Francisco,,,,88404_20161222,88404,1336 Grant Ave,2016-12-22 00:00:00,,,,CA,94133
LA REYNA BAKERY,92,37.752549,Routine - Unscheduled,San Francisco,Low Risk,"(37.752549, -122.414425)",,7772_20161222,7772,3114 24th St,2016-12-22 00:00:00,Unclean nonfood contact surfaces,7772_20161222_103142,-122.414425,CA,94110
Dum,98,,Routine - Unscheduled,San Francisco,Low Risk,,,87699_20161222,87699,3111 24th St,2016-12-22 00:00:00,Unclean or degraded floors walls or ceilings,87699_20161222_103154,,CA,94110
Ono Hawaiin BBQ,93,37.733974,Routine - Unscheduled,San Francisco,High Risk,"(37.733974, -122.489729)",,15055_20161221,15055,1501 Sloat #A,2016-12-21 00:00:00,Unclean hands or improper use of gloves,15055_20161221_103102,-122.489729,CA,94132
The Plant Cafe Organic,70,37.797473,Routine - Unscheduled,San Francisco,High Risk,"(37.797473, -122.39592)",,59922_20161221,59922,Pier 3  Suite 108,2016-12-21 00:00:00,High risk vermin infestation,59922_20161221_103114,-122.39592,CA,94111
Starbucks Coffee #17517,85,,Routine - Unscheduled,San Francisco,Low Risk,,,70416_20161221,70416,100 01st St,2016-12-21 00:00:00,Low risk vermin infestation,70416_20161221_103161,,CA,94105
TAQUERIA SAN FRANCISCO,96,37.752908,Routine - Unscheduled,San Francisco,Low Risk,"(37.752908, -122.408013)",,2420_20161221,2420,2794 24th St,2016-12-21 00:00:00,Unapproved or unmaintained equipment or utensils,2420_20161221_103144,-122.408013,CA,94110
B Restaurant,81,37.784404,Routine - Unscheduled,San Francisco,Low Risk,"(37.784404, -122.401339)",,25301_20161221,25301,720 HOWARD St,2016-12-21 00:00:00,Permit license or inspection report not posted,25301_20161221_103156,-122.401339,CA,94103
HIGHER GROUNDS,90,37.734483,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.734483, -122.43368)",+14155582933,1339_20161221,1339,691 CHENERY St,2016-12-21 00:00:00,Moderate risk food holding temperature,1339_20161221_103120,-122.43368,CA,94131
Chili Cha Cha 2,92,,Routine - Unscheduled,San Francisco,Moderate Risk,,,69253_20161221,69253,3166 24th St,2016-12-21 00:00:00,Moderate risk food holding temperature,69253_20161221_103120,,CA,94110
Jelly Donut,92,37.752439,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.752439, -122.41625)",,38929_20161221,38929,3198 24th St,2016-12-21 00:00:00,Inadequate and inaccessible handwashing facilities,38929_20161221_103119,-122.41625,CA,94110
Hard Water,100,,Routine - Unscheduled,San Francisco,,,,71460_20161221,71460,Pier 3  Suite 102,2016-12-21 00:00:00,,,,CA,94111
Coqueta,92,37.798084,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.798084, -122.39646)",,71292_20161221,71292,Pier 5,2016-12-21 00:00:00,Inadequately cleaned or sanitized food contact surfaces,71292_20161221_103124,-122.39646,CA,94111
D'Maize,100,,Routine - Unscheduled,San Francisco,,,+14155371612,86144_20161221,86144,2778 24th St,2016-12-21 00:00:00,,,,CA,94110
Whole Cakes,89,,Routine - Unscheduled,San Francisco,Low Risk,,,76749_20161221,76749,100 01st St #GB01,2016-12-21 00:00:00,Improper storage of equipment utensils or linens,76749_20161221_103145,,CA,94105
Cheese Boutique,100,37.734548,Routine - Unscheduled,San Francisco,,"(37.734548, -122.433341)",,69291_20161221,69291,660 Chenery St,2016-12-21 00:00:00,,,-122.433341,CA,94131
FRENCH BAKERY,96,37.742914,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.742914, -122.478149)",,4944_20161221,4944,1101 TARAVAL St,2016-12-21 00:00:00,Inadequately cleaned or sanitized food contact surfaces,4944_20161221_103124,-122.478149,CA,94116
Pressed Juicery,96,,Routine - Unscheduled,San Francisco,Moderate Risk,,+14150477171,80742_20161221,80742,75 01st St,2016-12-21 00:00:00,Inadequate food safety knowledge or lack of certified food safety manager,80742_20161221_103116,,CA,94105
Proper Food,98,,Routine - Unscheduled,San Francisco,Low Risk,,,78105_20161221,78105,100 01st St GA01,2016-12-21 00:00:00,Food safety certificate or food handler card not available,78105_20161221_103157,,CA,94105
PEET'S COFFEE & TEA,96,37.787834,Routine - Unscheduled,San Francisco,Low Risk,"(37.787834, -122.399522)",,1487_20161221,1487,101 02nd St 150,2016-12-21 00:00:00,Unclean nonfood contact surfaces,1487_20161221_103142,-122.399522,CA,94105
Cako Creamery,96,37.784548,Routine - Unscheduled,San Francisco,Moderate Risk,"(37.784548, -122.40419)",,68422_20161221,68422,101 04th St Ste. 9130,2016-12-21 00:00:00,Inadequately cleaned or sanitized food contact surfaces,68422_20161221_103124,-122.40419,CA,94103
Bon Appetit Management Co,100,,Routine - Unscheduled,San Francisco,,,+14155612862,81669_20161221,81669,685 Market St 7th Floor,2016-12-21 00:00:00,,,,CA,94105
